Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Male_Thyroid-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:32.54
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 15 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: male
Organ: thyroid
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
COL6A2_32304	361821	col6a2	0.038920922570016475	0.41904201406601493	-1.1455865	1.1455865	1.0058022	-1.0314418	1.0076772	-1.0671195	-1.0032208	-1.0048726	1.0351669	-1.0377648	-1.1455865	0.7572715	0.27940845	0.8337872	0.546671	0.9311894	0.8909824	0.51617384	0.16274765	0.015704004			
CORO1A_8364	155151	coro1a	0.024898785425101214	0.38053906833650003	-1.1213095	1.1213095	-1.0250734	1.0045557	-1.0415534	-1.0304594	-1.0459785	-1.0047686	1.0596184	1.0105549	-1.1213095	0.42564967	0.884153	0.2128008	0.58434993	0.29680887	0.89138764	0.3927453	0.83568466	0.013791433			
CPT1B_8373	25756	cpt1b	0.008815868563414146	0.2823866340335849	-1.5420643	1.5420643	1.0469984	1.1281571	1.0386006	1.1346186	1.0173669	1.1176581	-1.5420643	-1.0920976	-1.1785957	0.63943136	0.017269427	0.5927291	0.02120516	0.7897521	0.12892215	0.052515935	0.27470484	0.05425204			
CRAT_8375	311849	crat	0.009042657755061922	0.2823866340335849	-1.0827625	1.0827625	1.0262363	1.0036178	1.0140845	1.0433378	1.0377632	1.0070181	-1.0827625	-1.0205693	-1.0386728	0.097215645	0.7406778	0.5397262	0.27624527	0.051719926	0.7266715	0.011834257	0.3890023	0.01206874			
CREB1_8377	81646	creb1	0.010367960967676356	0.28673643100340473	-1.0739475	1.0739475	-1.0050762	-1.0178561	-1.0358205	-1.0374368	-1.0739475	1.0021595	-1.0223773	-1.0231256	-1.0686215	0.7271228	0.5700653	0.13860264	0.16943397	0.0029532898	0.93146497	0.389699	0.12100193	0.025092848			
CRISPLD2_32789	171547	crispld2	0.005309373085562589	0.2823866340335849	-1.1313968	1.1313968	-1.0375744	-1.0690987	-1.0591145	-1.0669782	-1.0641295	-1.0328015	-1.0426565	-1.0729657	-1.1313968	0.31665188	0.01460816	0.028069714	0.28346935	0.025132732	0.2865082	0.25272432	0.032785535	0.03675466			
CRK_8382	54245	crk	0.007864488808227465	0.2823866340335849	-1.1053343	1.1053343	1.0081037	-1.0240752	-1.0486759	-1.0828924	-1.0357916	-1.0346409	-1.0042464	-1.0464588	-1.1053343	0.77735996	0.29539984	0.035218433	0.024296826	0.10268714	0.21984923	0.9466861	0.09068536	0.09759477			
CSK_8392	315707	csk	0.045491470349309504	0.43482732922315087	-1.4809265	1.4809265	-1.4809265	-1.4125862	-1.1739562	-1.1547301	-1.2176952	-1.1038952	-1.1490437	-1.2419888	-1.3712999	0.13833371	0.04761329	0.06489677	0.20613138	0.048569713	0.16517502	0.15213063	0.11497072	0.011202131			
CSNK1E_8394	58822	csnk1e	0.0012322858903265558	0.26900881476314287	-1.2675579	1.2675579	1.0749428	-1.0390995	1.0126517	-1.113688	1.0389247	1.0120455	1.0011878	1.0064003	-1.2675579	0.022647772	0.4248485	0.73834777	0.26815853	0.40264142	0.80284715	0.9840889	0.88399756	0.03100866			
CTNND1_8401	311163	ctnnd1	0.04585286325657224	0.43482732922315087	-1.0611182	1.0611182	-1.0127414	-1.0205241	-1.0413938	-1.0484393	-1.0611182	-1.0140698	-1.0237923	-1.0172342	-1.0447756	0.5034885	0.23045902	0.08668688	0.02163994	0.0049915817	0.5013842	0.022950454	0.19219807	0.1275062			
CTPS1_32924	313560	ctps1	0.013082259663032706	0.30755176613885504	-1.2728926	1.2728926	-1.0333762	-1.2728926	-1.2512958	-1.2394325	-1.1259992	-1.1028353	-1.204584	-1.0788181	1.1085228	0.6507262	0.02308167	0.03445386	0.112538435	0.23379868	0.3295542	0.09890891	0.29535174	0.1170651			
CTSZ_8405	252929	ctsz	0.005945059450594506	0.2823866340335849	-1.1355287	1.1355287	-1.0224996	-1.0435547	-1.0561872	-1.0533445	-1.0608679	-1.0181526	1.009483	1.0081095	-1.1355287	0.41571757	0.20169207	0.3371106	0.13912937	0.18737218	0.49386624	0.7999196	0.72122335	0.019866116			
CTTNBP2_33124	282587	cttnbp2	0.0014044943820224719	0.26900881476314287	-1.1576236	1.1576236	-1.1366966	-1.0963134	-1.038525	-1.0304099	-1.0753207	-1.0104508	-1.1576236	-1.106171	-1.1427987	0.00223473	0.02902418	3.653606E-4	0.3894596	0.031273603	0.84459656	0.015295054	0.057893302	0.016943302			
CXCL12_32815	24772	cxcl12	0.024938675388389207	0.38053906833650003	-1.0992235	1.0992235	-1.0024796	-1.0172111	-1.0002487	-1.0267175	1.0210191	-1.010432	-1.0354184	-1.0049984	-1.0992235	0.92089736	0.4349357	0.98805124	0.66397154	0.27927038	0.75442064	0.56421965	0.7434024	0.0040853675			
