Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Thymus
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101
MAPK1IP1L_9189	7.140034	7.4628963	7.582359	6.7215004	7.3831115	6.8895283	7.461947	7.314351	8.125166	8.8729725	7.1658196	7.2194133	7.2950845	7.3113503	7.452176	7.130018	7.584766	7.1249785	7.675601	8.328179	7.1780534	7.739604	6.878522	7.3110332	7.465925	7.1883864	6.9462824	7.3890567	7.3751016	7.2751646	8.070486	7.4395447	9.094278	7.2670546	8.0246105	7.252759	6.803168	7.009685	8.330207	7.1044564	7.4173756	7.3333154	7.318845	8.812605	8.887449	7.0770335	8.023704	7.6284266	7.881223	7.58183
MAPK3_9190	4.415806	5.005989	3.9595208	4.0431547	4.7294393	4.6375012	4.626998	4.4652076	4.34548	5.4072795	4.9711556	4.3505945	4.5534744	4.8526273	4.820338	4.215969	4.4737425	4.8885183	4.698893	4.5908327	4.691946	3.7516797	4.035586	4.695727	4.6388354	5.1924686	4.5325933	4.6812735	3.8549902	4.4471774	5.0368395	3.9900625	4.990894	4.960233	4.583509	4.5893188	4.05962	4.4860373	4.88211	4.786768	4.333445	4.2661777	4.77195	5.2921023	6.3219233	4.9588814	5.3803716	4.877806	4.373536	5.4146256
MAPK9_9192	7.7344613	7.9764843	7.69126	7.191599	7.845198	7.733813	7.942508	7.944429	8.181139	8.8291235	7.890757	7.882473	7.839989	7.8598723	7.9441442	7.5730777	8.132932	7.806954	8.0953455	8.425184	8.150303	8.062162	7.4859233	8.096362	7.803018	7.9693313	7.6723595	7.8894024	8.027742	8.0131035	8.484181	7.9346185	8.975307	7.9656043	8.478789	7.99756	7.4616895	7.6709776	8.822589	8.029457	7.8616433	8.077177	7.8445387	8.698853	9.023887	8.02481	8.483998	8.273987	8.339352	8.144052
MAPKAPK2_9193	6.243268	7.252425	6.960029	6.5923963	7.033784	6.3920894	6.571674	6.5404825	7.5604796	8.321044	6.7716665	6.7364655	6.6933584	7.3895254	6.9848986	6.4873247	6.7514043	6.744117	6.924265	7.7269745	6.832164	7.255886	6.205509	7.437379	6.585057	7.068396	6.535139	6.8115935	6.972661	6.597981	7.930601	6.6313915	8.41159	6.7124467	7.440365	7.115474	6.1168694	6.355444	7.864079	6.953618	6.8154416	7.179715	6.5410852	8.275479	8.414461	6.932156	7.195036	7.325839	7.4370832	7.303028
MAPKAPK3_9194	1.9406534	3.403189	1.7432796	2.079366	2.7190146	2.2546313	1.953782	2.727601	2.1543367	2.6660335	1.8641647	3.2664616	1.577099	2.3453512	1.3300202	2.7213345	1.5504222	1.7046524	2.6185498	2.635904	1.3253298	2.6169958	1.5193479	3.3215177	2.7690759	2.6260598	1.0387852	1.6966769	2.5146248	0.70551354	2.6857135	1.2349008	3.292725	1.756461	1.6886134	2.2766244	1.5360565	2.5254831	2.3419492	2.7553277	1.4147377	2.2954214	2.6130633	2.8351803	2.397873	2.406025	4.2230754	2.898176	3.255345	3.2568812
MAPKAPK5_9195	4.2463346	4.864907	4.162312	3.9855537	4.6399508	4.217482	4.1892967	4.1016216	5.0029163	6.762943	4.23449	4.8230176	3.830318	4.2240386	4.2606835	4.8566933	4.038456	4.363337	4.2751465	5.6273437	4.4648395	4.655724	4.1154394	4.6566744	3.8651593	4.1548967	4.430465	4.4042087	4.3597646	4.0123363	6.048931	4.268606	6.813291	4.0058484	5.2779455	4.494057	3.9749932	3.4737911	6.00187	4.1323442	3.9223843	4.4918118	4.3744073	6.835179	6.3219233	4.346995	5.707607	5.3807793	5.241319	5.314749
MAPT_32343	3.2504137	4.6408844	3.007888	2.8977108	3.4023082	2.9846914	3.1543224	3.1263714	3.8881643	3.3725247	2.7952027	3.1544962	2.7972367	2.6876104	3.0993474	2.0693734	2.075549	1.7046524	1.3038975	3.0791085	2.4640684	2.222697	1.7369374	2.708565	2.0811713	1.555824	2.2298152	1.995923	1.5947855	2.7390974	3.6604111	3.5642822	3.8277605	2.8764	1.9871837	3.3545973	2.2630389	1.9904245	2.9603484	2.2000766	2.5845628	2.9097645	2.2190056	3.8026538	3.1422179	3.0297825	2.9032347	2.2847803	2.3061686	2.8632853
MARC1_9196	3.8797882	3.403189	2.6242175	3.4166565	2.8840072	2.735129	2.7544117	2.727601	4.34548	4.722323	4.23449	1.2851884	2.4927802	3.7996914	3.94332	3.034453	4.038456	3.09283	3.1825688	3.6060135	3.214507	4.5692143	2.8209953	3.3215177	3.1302085	3.8004797	3.2381716	1.3186675	1.8851818	2.0543709	3.9043026	2.1322904	2.222343	3.2812293	3.3065348	2.8384852	2.8429837	4.280655	4.705842	3.7249916	3.3453424	3.5139868	3.0551	4.060195	5.783716	1.9511201	4.0796304	3.7294636	3.4415095	4.3903465
MARCKSL1_32320	7.3386474	6.992413	7.1580176	6.6767063	7.3196874	7.0623484	7.5364203	7.476878	7.053683	7.022279	7.304821	7.246974	7.354583	7.341921	7.48912	7.194417	7.360403	7.1014338	8.064012	6.728709	7.2724147	7.2968426	7.110574	7.542876	7.2804556	7.194769	7.2952228	7.4944377	7.154157	7.20289	7.391468	7.542647	7.329659	7.721899	7.242742	7.5771585	7.0506706	7.423588	6.927654	7.4921165	7.3452983	7.4291415	7.2442765	7.4387817	7.097363	7.640405	7.235082	7.02344	7.522122	7.1374965
MAST2_9198	2.633305	3.9970977	2.1000137	2.7670586	3.4023082	2.9846914	3.2662861	2.1746328	3.3182101	3.7038028	3.6114588	2.4090967	2.4927802	1.8957785	2.010108	0.84740436	1.5504222	2.812569	1.9774263	2.4516866	3.0924625	2.926336	2.2428248	2.708565	3.3288677	2.081803	2.0577936	2.2436357	2.1268055	2.5959332	2.9975739	2.5204928	3.7512624	2.525409	2.6294942	2.0272756	1.9448626	2.368197	3.2954373	3.155277	2.5845628	2.6350496	2.6130633	3.573982	4.387353	2.8972752	3.2983289	3.017978	2.4862745	1.7147678
MAT2A_9199	7.658792	8.270244	8.141007	7.5945663	8.1467085	7.690562	7.6696577	8.172443	8.400367	9.636028	8.039339	7.4264283	7.776145	7.8598723	7.713837	8.082949	8.1096115	7.56447	7.5624375	8.434535	7.7420406	8.005636	7.705016	7.930283	7.465925	8.111043	8.134267	7.736054	7.7402906	7.868746	8.426758	7.614164	10.116021	8.1976	8.1428175	8.157659	7.7175107	7.6195517	9.365537	8.1067505	7.5322037	8.181222	7.8763103	9.482889	9.39872	8.020835	8.274878	8.032185	8.073103	8.009965
MBNL1_9201	11.141937	11.094674	10.963785	10.888803	11.242555	10.927811	11.365115	11.164089	11.317668	11.498664	11.044487	11.0889635	11.036908	11.02568	11.210519	10.984652	11.270011	11.140986	11.229136	11.539955	10.773846	11.155333	10.740865	11.165755	10.998518	11.164931	10.915324	11.204474	11.234074	11.091467	11.258213	11.005039	11.504623	11.283247	11.368081	11.079777	10.799105	10.906535	11.395843	11.213811	11.115431	11.155599	10.829793	11.607468	11.693431	11.174675	10.70831	11.119389	11.450091	11.874174
MBNL2_9202	10.499214	11.321536	10.697023	11.071191	11.034441	11.202162	11.171987	10.745574	11.550975	11.9189	11.645664	11.2050495	11.003841	10.995711	11.164155	11.179198	11.062725	11.444091	11.347722	11.7992935	11.399322	11.574035	11.172512	11.357561	11.379249	11.347507	10.7881775	11.231176	11.428156	10.554001	12.053113	10.876935	12.017627	10.968559	11.596221	11.286242	10.677593	11.062303	11.415681	11.282048	11.305488	11.009604	11.424888	11.830199	11.376022	11.14119	10.744433	10.608377	11.112353	10.465392
MBOAT7_33082	4.704652	4.8349557	5.061852	4.0431547	5.236354	4.265432	5.234274	4.678239	5.4066615	6.343448	5.1427164	4.627186	4.4261413	5.6820874	5.132017	3.2915843	4.903782	4.3095546	5.292513	4.8363485	4.4147897	5.1782947	4.262996	4.73375	4.7812734	5.001814	4.8812447	5.144462	4.65798	4.4471774	6.2388496	5.0360994	6.2988405	4.5361176	5.2779455	4.7213635	4.5438104	4.407357	6.04697	4.963396	4.604402	4.649922	4.7328157	6.6711287	6.282896	3.8695798	4.750825	5.0280685	5.08239	5.4146256
MBTPS1_9203	7.32168	7.6248183	7.2543464	6.7302947	7.423897	7.0958867	7.313462	7.255835	8.177704	9.226834	7.125465	7.307125	7.086307	7.5342107	7.401399	6.787886	7.641618	7.3279715	7.312085	8.371017	7.279424	7.6633506	6.790037	7.448854	7.406712	7.487691	7.03015	7.289217	7.4268403	7.227386	8.583865	7.316302	9.428018	7.0768065	8.146596	7.3028083	6.688256	6.7070713	8.669979	7.5596523	7.0237403	7.6370206	7.02694	9.306155	8.975753	6.771089	7.868684	7.679288	7.9747047	7.8080525
MCCC1_32646	4.922874	5.6637216	4.7952824	5.2395067	5.4356484	4.93302	5.3906984	5.1758075	5.7027755	6.6329627	4.9091144	5.4153876	5.273895	5.562574	5.222553	5.111405	5.7475696	5.1556573	5.209035	6.1655855	5.060777	5.968472	4.685528	5.3625107	5.139714	5.217759	4.828678	5.1136594	5.5062375	5.2559834	6.6037636	5.006028	6.84124	4.8052106	6.0652895	5.3841033	5.117908	4.8555546	6.2144685	5.5328617	5.414569	5.2774916	5.510957	6.7554846	6.7227564	5.174632	6.6605124	6.0057898	6.046659	6.0944877
MCCC2_9204	4.01259	3.9970977	2.8287694	2.4638057	3.5072508	3.0949533	3.0329328	4.320443	4.244014	4.251379	3.8936532	3.37036	3.3585696	3.299243	4.4722843	3.6992087	3.3222358	3.5291152	3.294797	4.5908327	3.863256	4.099099	3.4329228	4.138334	2.899758	4.395531	3.714434	3.6097162	3.3825264	3.3869317	4.4567847	3.1893358	4.2729588	3.5969973	3.3065348	3.1194987	3.456154	3.3944216	4.4161205	4.0719485	3.7544434	3.8759181	3.0551	4.821329	4.3374367	3.4638333	4.4343896	4.3015156	4.1243553	4.539393
MCL1_9205	10.79188	10.891875	10.849103	10.574654	11.049724	10.718211	10.861402	10.789782	11.05381	11.575553	11.013034	10.5623865	10.820822	11.0038595	10.699954	10.781502	11.092343	10.793368	10.876917	11.472331	10.689533	11.150684	10.63053	10.834501	10.78155	10.965219	10.76301	10.938361	10.929337	10.869671	11.542031	10.725998	11.890202	11.025094	11.184098	11.020121	10.660336	10.650429	11.2825575	10.66068	10.917763	10.847667	10.721512	11.7329855	11.442831	11.083276	10.299306	10.367429	10.695389	10.998636
MCM10_32579	7.242756	6.732997	6.724087	6.639842	7.00719	6.8189826	6.935716	7.570549	7.0310163	7.058898	6.504293	7.065393	7.2009673	6.0060406	7.531058	6.598593	7.1281495	6.9602284	6.9587474	7.478421	7.0112457	7.234963	6.523522	7.3421345	6.5356607	6.793561	6.741156	7.3232703	6.5433307	6.82361	6.913461	7.6339626	6.9044213	7.274462	6.8000226	6.80411	6.336289	7.3253655	6.7572002	7.1635337	7.130523	7.255486	7.135952	6.982465	7.6304016	6.600448	5.707607	5.9161053	6.332192	4.085515
MCM2_9206	9.612159	9.775313	9.84915	9.3009405	9.777624	9.80269	9.818074	9.916087	10.306484	11.252558	9.577664	9.600538	9.8258295	9.767841	9.995373	9.6313	9.763317	9.772603	9.880497	10.550867	9.804131	9.996248	9.581788	9.849972	9.618855	9.703754	9.776037	9.92752	9.567359	9.903596	10.884534	10.105278	11.195596	9.939301	10.302854	9.805224	9.46041	9.859138	10.722225	10.058762	9.736769	9.901989	9.928006	11.074284	10.98884	9.53538	10.255474	10.102779	10.269924	9.2455225
MCM3_9207	9.150473	8.68131	9.096988	8.424686	8.922532	8.855134	9.03553	9.278437	9.518531	10.169803	8.889724	8.93554	9.201717	9.013106	9.106854	8.809241	9.014959	9.047044	9.096581	9.460183	9.106974	9.075242	8.844613	9.095551	8.889025	9.006908	8.864288	9.193016	8.736913	9.074164	9.912279	9.326326	10.195761	9.197091	9.473761	9.077161	8.577246	9.001264	9.850975	9.218246	8.958557	9.172233	9.145104	10.298781	10.235923	8.803418	9.83735	9.339347	9.570887	8.661748
MCM4_9208	8.507369	8.753134	8.632504	8.124637	8.426396	8.548592	8.489918	8.845555	9.104601	9.470564	8.701237	8.686577	8.77285	8.585011	9.01906	8.432465	8.578579	8.744159	8.762682	9.476873	8.61113	8.857538	8.253886	8.736857	8.55651	8.636829	8.4836035	8.719941	8.329058	8.7499485	9.525359	8.832342	9.362027	8.437552	9.034127	8.486332	8.339855	8.832736	9.185652	9.036604	8.658923	8.689108	9.002256	9.313904	9.442173	8.436474	8.47447	8.612932	8.8100395	7.6489925
MCM5_9209	5.2078176	5.0844584	5.6660924	4.0985436	4.9315243	5.298289	5.178122	5.545079	5.54107	7.051648	4.844285	5.340609	5.4369206	5.263668	5.439415	5.111405	4.993876	4.9247437	5.54032	5.8108754	5.529104	4.8879	5.295194	5.006478	4.7118115	5.511606	5.360044	5.7955594	4.9991403	5.131719	6.147013	5.5759473	6.5788765	5.625462	5.704312	5.2447395	4.483821	4.8555546	5.4506717	5.028407	5.2663193	5.3484173	5.3903966	6.8265386	6.673312	4.7822723	5.0363235	5.50901	5.3146667	4.2674985
MCM6_9210	7.2108583	6.8499284	7.2499022	6.4717245	6.7320333	6.8349605	6.993799	7.48256	7.4279523	8.281306	7.0839486	7.2124405	7.2202888	7.0624223	7.5191994	6.9644613	7.0532956	7.237262	7.4935503	7.3914638	7.258293	7.4620013	6.9291196	7.3905425	7.060607	7.054426	7.0927873	7.500403	6.7560396	7.133299	8.002238	7.4783926	8.281635	7.182958	7.5641766	7.364706	6.674904	7.346607	7.7183504	7.3403635	7.438315	7.309812	7.0430264	8.170142	8.426449	7.2016735	7.3173256	7.337402	7.352533	6.165019
MCPT1L1_32989	5.072369	4.7731214	4.1239705	6.232717	5.3251567	4.77636	5.815635	5.6088104	5.583227	5.74953	7.54813	6.3096867	5.54303	7.7772784	5.6926804	5.9850984	4.7047267	6.23962	7.3772697	4.450392	7.1089115	4.8145823	5.9894023	5.0372105	6.158798	5.7382393	5.0048456	5.3434234	6.1230216	5.2075543	6.756586	4.7027993	3.67048	4.884803	5.16327	4.5424743	5.8341603	5.3521028	3.4821615	3.7249916	4.072798	5.253053	5.600639	5.993829	4.1764045	5.6152396	3.920332	5.4248013	4.8717136	5.3755007
MCPT8L2_32783	2.2585368	3.9970977	3.4411387	2.079366	2.0672905	2.735129	3.5579097	3.0052953	2.7054522	2.1182804	2.6510267	2.7545786	3.448698	4.509051	2.2585654	3.6992087	4.2962575	1.7046524	1.9774263	3.2010086	2.2524018	2.222697	3.3025265	2.708565	3.01958	2.081803	2.5223663	1.995923	2.3337076	2.4369814	2.0374303	1.2349008	3.180516	4.0058484	2.2344337	2.0272756	3.1819026	1.9904245	2.523106	1.9545798	2.3688471	2.089999	2.6130633	3.3021104	3.6307955	3.7206805	3.8630683	3.9260592	2.4862745	4.1793747
MCUR1_32908	7.9731927	7.8361216	7.8928385	7.7012925	8.166872	8.120243	8.248853	8.179457	8.290149	8.071512	8.278946	8.13935	8.027153	8.053325	8.3308325	7.9493737	8.149362	7.9718413	8.465762	8.169226	8.264213	8.212437	7.7369256	8.1916485	8.163223	8.016932	7.86412	8.311992	8.350055	8.064994	8.006599	8.166401	8.420879	8.209243	8.205739	8.188413	7.5666304	7.68772	8.199823	8.053083	8.045736	8.247668	7.988549	8.1108885	8.228424	8.063974	7.3696604	7.6378083	8.2549095	8.255999
MDM2_9214	8.527857	8.834854	8.470057	8.303226	8.796193	8.728283	8.825396	8.836711	9.136804	9.429203	8.813451	8.656063	8.770668	8.778463	8.870636	8.507257	9.018541	8.666062	8.713045	9.349194	8.689523	9.02331	8.400555	8.914965	8.668449	8.817251	8.447017	8.534704	8.873695	8.795714	9.436023	8.597932	9.482274	8.7977295	9.142157	8.733135	8.34408	8.575967	9.406489	8.871458	8.863708	8.876753	8.770704	9.538178	9.508522	8.641972	8.462472	8.67804	8.992471	8.558542
ME1_9215	4.2463346	5.2749686	4.405475	3.4166565	5.538277	4.6005926	4.350408	4.638075	4.61301	4.8942914	4.9091144	3.37036	5.1717367	5.498887	4.931882	4.3910475	5.0786734	4.605744	4.925002	4.6773977	5.155253	5.290704	3.715124	4.7707963	4.9109035	3.6599355	4.5325933	4.9136047	3.0718458	4.528282	4.046638	4.4582243	4.326669	4.7637043	4.6700554	4.989295	3.9307425	4.2358217	4.8485374	4.895317	4.5541296	5.437867	5.3129077	4.278651	4.772585	4.8193665	4.394531	4.7795124	4.4185953	3.932178
ME2_9216	6.050769	6.922929	6.1005797	5.6072702	6.262771	6.0111694	6.005075	5.9248137	7.0979753	7.3104415	6.2652197	6.229062	5.9032683	6.4154553	6.6353774	6.2803817	6.111845	6.572071	6.4048033	7.3914638	6.5716596	7.0396695	5.683657	6.6232896	6.210078	6.6798673	6.173498	6.139297	6.1777353	5.820276	7.3847823	5.8373513	7.323067	6.5139637	7.0544767	6.254942	6.003945	6.0917416	6.9905696	6.2573085	6.182749	6.1960564	6.2811456	7.455691	7.494662	6.4897537	6.491319	6.7993155	6.817549	7.1948104
MEF2C_9217	4.094785	4.9788547	3.5607867	3.017507	4.2741265	3.38271	3.8003814	3.9783583	4.8386045	4.861499	4.284218	2.4090967	4.076349	4.5515237	2.965928	4.93417	3.3222358	3.8636436	3.294797	4.6773977	2.812212	3.8281794	2.5024672	4.6165357	4.438402	5.030642	2.0577936	3.6097162	3.7862277	4.12092	5.34307	2.957591	4.159139	4.0058484	3.7654974	3.8150077	3.5172808	3.9329104	3.5671792	3.4680758	3.6625233	3.594002	3.0551	5.9467635	3.7877216	3.6400409	4.353539	3.501787	4.2789636	5.251326
MEST_9219	3.3204148	4.80437	3.5022027	3.1281142	3.8641071	4.0632596	3.4670975	3.8435712	4.8386045	4.6083555	3.7594447	3.2664616	3.9585717	4.9190154	3.6270773	3.1687396	1.8367474	4.071808	4.161317	4.634764	2.6486163	3.1809173	3.493952	3.891592	3.8651593	3.9885445	3.8785744	3.204604	2.6753619	2.7390974	5.7069383	3.3889556	4.814148	3.7746618	4.790856	4.16349	3.5172808	3.1261802	4.9469986	3.7249916	3.5643456	3.2432795	3.2889104	5.4124637	4.9491515	3.3669412	3.975409	3.7980156	3.6822402	5.0423875
MET_9220	4.5959506	5.983364	5.0207057	4.8125086	5.4088087	4.356799	5.4151964	4.964699	5.7027755	5.3134065	5.5200987	5.1783123	5.3460298	5.498887	5.4643664	5.2081556	5.7126164	5.575809	5.1204286	5.5605836	5.6637645	5.985275	4.1911035	6.0456257	5.4902005	5.166727	4.5968714	4.6812735	4.9991403	5.157443	5.572194	5.331128	5.1483307	5.1331716	5.948946	5.436286	4.6014047	4.6992035	5.334214	5.57699	5.169459	6.03338	5.7255034	5.9307275	5.518462	5.3369174	5.420618	5.718051	5.5555987	6.358019
METRN_9221	4.6513247	4.495292	4.7952824	3.9855537	4.7294393	5.471819	4.8589954	4.8982377	4.8386045	4.8942914	4.9404683	4.400534	5.0035057	4.6328926	4.202552	4.54716	4.668707	4.8132195	4.925002	4.120354	5.3274517	3.8281794	4.3968515	4.9429755	4.480778	4.3505087	4.6279674	4.8773894	4.5788755	5.051676	4.4567847	5.2817817	5.0559444	4.8052106	4.972113	4.443959	5.320129	4.8555546	4.5050006	4.401372	4.2089996	4.44942	4.26893	4.512102	4.285731	4.925247	4.4343896	4.710054	4.838939	3.1680856
MFAP2_33232	3.0173852	2.1992116	2.8287694	3.8629572	2.0672905	2.592038	3.2662861	2.8731194	4.0167828	4.146395	4.810744	2.5921547	2.653025	4.4201593	2.470455	2.8863719	2.619196	2.648966	3.3989213	3.8491642	3.6199133	3.29313	3.6087723	2.365282	3.9277663	3.9285393	1.6364478	2.4549835	3.2862132	1.8167635	4.893484	1.2349008	2.6166186	3.5969973	2.9393022	2.8384852	3.0223727	2.667295	2.8287954	2.7553277	1.4147377	2.089999	3.1767366	4.512102	1.9436728	4.1279464	3.012605	3.12859	3.4415095	3.6985297
MFAP4_32762	3.1768417	4.60584	3.3106635	3.017507	3.6966846	3.9504504	3.8003814	3.9783583	4.1904726	5.45202	4.9091144	4.1894817	3.3585696	5.3624034	4.520667	3.8666542	4.147164	3.6202955	4.657507	4.5908327	4.4648395	4.477184	3.3025265	2.9856625	4.2055593	4.481569	3.0672047	3.6954203	3.2862132	2.7390974	5.6853366	3.4792807	3.292725	2.7115524	3.914752	3.733937	3.738773	3.4737911	5.009094	2.7553277	1.8070123	3.6698112	4.26893	4.8892865	3.9292405	3.6400409	3.8034377	4.2535	4.9657936	4.5743666
MFAP5_32434	3.0993154	5.058773	2.9211068	3.9255574	3.0320523	3.0949533	3.7239976	4.215177	4.653145	4.3957872	4.4238753	3.37036	3.3585696	4.7830358	2.6551723	3.5097454	2.8933806	1.3255799	3.829905	4.1808734	3.4314036	3.5853179	2.2428248	3.1065123	3.4187996	4.601708	1.8624483	2.2436357	2.6753619	2.7390974	5.5484605	3.644553	4.217171	4.0058484	3.4107516	2.2766244	2.6380785	3.3944216	3.5671792	2.7553277	2.77218	3.029709	3.3929882	4.4232016	4.1764045	3.938637	4.2230754	3.7980156	3.255345	4.539393
MFSD10_9223	4.3165293	3.9970977	4.002424	3.728967	4.5445423	4.0632596	4.5844274	4.1595163	4.653145	5.3611064	4.23449	3.9421756	4.4261413	3.8685026	3.4384794	4.0166707	4.2482514	3.7869995	3.6726062	4.9097056	4.134625	4.3788805	4.035586	4.397158	4.2055593	4.395531	3.4617538	4.594699	3.920624	4.2219005	5.103507	3.9272652	5.560653	4.631502	4.8661127	3.8917637	3.6322734	3.753697	4.88211	4.0719485	4.2089996	3.8759181	3.1767366	5.565698	6.115285	4.4918914	5.2071195	5.084049	4.4622893	3.877217
MGC108823_9225	10.113296	9.865112	9.320065	9.477157	10.124445	9.842751	10.079885	9.724404	9.458927	9.367772	10.108653	9.77751	10.069905	10.040885	9.940855	10.029059	9.891909	10.336153	10.092355	10.039365	9.481391	9.828312	9.369194	9.706771	9.778128	9.948107	9.870074	9.952757	9.705272	9.840484	9.687616	9.645673	9.812649	10.180172	9.807864	10.046747	9.9083605	9.788133	9.772588	9.793662	9.859573	9.883202	9.629537	9.704208	9.164721	10.4673395	8.957371	9.155618	9.449944	10.498205
MGC109340_32287	4.281859	6.2897253	4.7456403	4.673513	4.388443	4.265432	4.9623556	4.792428	5.309553	5.5581546	4.810744	4.584615	4.593538	4.11498	4.612822	4.54716	4.668707	4.363337	3.902558	5.2575617	3.6199133	4.5692143	4.459393	4.4437838	4.438402	4.046153	3.714434	4.124156	4.3116455	3.9548175	6.014697	4.268606	3.9695673	3.4992244	4.790856	4.16349	4.8592296	3.9880207	4.628827	4.0089135	3.840856	3.7418354	4.031575	5.2667766	4.232103	3.1511369	4.8126235	5.770171	4.699846	5.578636
MGC112715_33057	7.6621656	7.9417753	7.5356574	7.623178	7.708822	7.316772	8.040247	7.8198047	8.779254	8.925476	7.914636	7.226353	7.5248237	8.31607	7.687588	7.689369	7.860984	7.598507	7.9357285	8.661208	7.7267375	8.424413	7.105694	8.100006	7.764944	8.579453	7.3568463	7.3565383	8.04624	7.552243	8.859354	7.5940895	8.985779	7.7803025	8.591186	7.953478	7.581018	7.1731734	8.865183	7.6346445	7.5769515	7.706165	7.469283	9.350527	8.786427	8.028775	8.852781	8.56947	8.236154	9.1632
MGC112830_9226	6.915312	7.2353296	7.039426	6.2077456	6.989185	6.842883	6.706806	7.2290463	7.1826777	7.7247252	6.7975817	6.6565127	6.8586545	6.882799	7.2007217	6.7018905	7.0532956	7.061318	7.236807	7.6541333	7.11676	6.956906	6.740528	7.003876	6.842338	6.8102837	7.081599	7.008624	6.701068	6.510862	7.6860733	7.062401	7.5601425	6.83774	7.2497845	6.85292	6.5991745	6.955412	7.4538975	7.0816636	6.847104	6.7264333	7.113276	7.604627	8.334017	7.158902	6.3316298	6.8486295	6.590271	5.7102513
MGLL_9227	1.7508905	2.3760116	1.2682979	1.8403511	2.5326867	1.1746458	2.5919912	1.93046	3.2147365	3.7759664	1.2143023	2.4090967	1.577099	2.6876104	2.010108	2.5349493	2.2803793	2.0045633	1.3038975	1.3162525	2.4640684	1.9760416	1.5193479	1.2534919	1.8420557	0.0	0.6109348	1.6966769	2.3337076	1.8167635	4.176183	1.8903701	2.779556	2.7115524	1.6886134	0.0	2.3991756	1.9904245	2.8287954	0.78157586	2.3688471	2.4752064	2.7759268	3.4889264	2.5806196	0.77962667	2.3573506	2.4642453	1.2111531	1.946
MGP_33209	4.01259	4.864907	3.4411387	4.2033234	3.9410546	4.6375012	4.8228283	4.638075	4.077033	3.9730372	6.122152	4.627186	3.9585717	5.0432754	3.535858	5.298824	4.7398686	4.1955733	5.5173693	4.1808734	5.3542542	4.477184	4.5768867	4.0202317	5.241809	4.9423695	3.7712479	4.549382	5.324196	4.3612404	4.691595	4.318398	2.9259446	4.2050543	4.627431	4.917683	4.736069	3.753697	3.7235165	4.1323442	3.2219641	3.594002	3.9655902	5.016292	4.1764045	5.311106	3.975409	4.393003	4.545897	6.0203304
MGST1_33167	4.5959506	5.462949	5.2693048	5.6072702	4.6399508	5.982766	5.6396976	5.3844166	6.341239	7.3345375	6.1492414	4.78592	5.1979623	6.9870567	5.035417	6.1402817	5.503592	5.406817	5.5629115	5.5142965	5.9184604	6.0183034	4.857942	5.5868263	6.420642	6.0652394	5.264335	5.494528	5.6291203	5.3922186	7.7130113	4.9439373	6.01786	5.9737434	6.2452054	4.9539332	6.1168694	5.845421	6.376355	5.6407514	5.7632947	5.6586018	5.764834	6.699799	6.6011133	5.0238857	5.4597726	6.220815	5.407	6.930373
