Williams Trend Test
Data Source: P2_Perfluoro_3_methoxypropanoic_acid_Female_Liver-expression1
Work Source: null
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp (Start Time): 12/14/2025 07:31.21
Number of Permutations: 10000
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Total Run Time: 12 seconds

Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: in vivo
Test Article: Perfluoro-3-methoxypropanoic acid | CAS: 377-73-1 | DSSTOX: DTXSID70191136
Subject Type: in vivo
Species: rat
Strain: Sprague-Dawley
Sex: female
Organ: liver
Article Route: oral
Article Vehicle: feed
Administration Means: dietary
Study Duration: 28d
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder
Article Type: chemical
Chip File Creation Date: 10/31/24
Log Transformation: NONE
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/14/2025 07:06.33

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6	FC Dose Level 7	FC Dose Level 8	FC Dose Level 9	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL/LOTEL T-Test p-Value Level 6	NOTEL/LOTEL T-Test p-Value Level 7	NOTEL/LOTEL T-Test p-Value Level 8	NOTEL/LOTEL T-Test p-Value Level 9	NOTEL	LOTEL
ECHS1_8519	140547	echs1	0.016517128874388255	0.3968968908933884	-1.0253748	1.0253748	1.0049671	-1.0031023	1.0072731	1.0016508	1.0059162	-1.0003047	1.0000743	-1.0033361	-1.0253748	0.54568005	0.61508304	0.29914734	0.8307401	0.20030877	0.9571393	0.9900835	0.59798604	0.2777279			
ECI1_8520	29740	eci1	0.007742461287693562	0.2811373720909173	1.1989224	1.1989224	1.051923	-1.0200104	1.0239732	1.0587578	1.084583	-1.0031675	1.023078	1.0414987	1.1989224	0.31688923	0.75795734	0.66862595	0.303121	0.09882821	0.946382	0.6423494	0.46161953	0.12818675			
EIF2AK2_8539	54287	eif2ak2	0.03258246178600161	0.4814170738718022	-1.1379968	1.1379968	-1.0494841	1.0790418	1.0779091	1.0803348	-1.0523276	1.0678916	1.0305918	1.0865353	-1.1379968	0.543787	0.17687047	0.22285682	0.15533157	0.43740505	0.32185015	0.61510414	0.1126413	0.037838038			
EIF2S1_8541	54318	eif2s1	0.04865737936604078	0.5078415876249688	1.0377692	1.0377692	-1.0068622	1.0289446	1.0324668	1.0377692	-1.0019265	1.0112414	1.0177454	1.022647	-1.0363771	0.7352757	0.1291114	0.19761083	0.0840979	0.9352566	0.5933375	0.37174416	0.23389746	0.36335173			
ELOVL6_8557	171402	elovl6	0.001008267795926598	0.13807206110998443	-1.4074373	1.4074373	-1.2454784	1.0536617	-1.2105284	-1.0940095	-1.1803633	1.0020504	1.0107665	-1.0849255	-1.4074373	0.04511776	0.5456803	0.025722038	0.23998548	0.067640714	0.9793313	0.8854372	0.30297938	0.0014627648			
EPRS_8569	289352	eprs1	0.005989260636100785	0.24466129698471706	1.0795772	1.0795772	1.0322506	1.0137068	-1.0047386	1.0148249	1.0285894	1.0012188	1.0267093	1.0008895	1.0795772	0.1801449	0.4922056	0.7351563	0.4631387	0.06919856	0.9402686	0.15287393	0.95186055	0.21521968			
ETFB_8574	292845	etfb	0.022622622622622622	0.413291252574089	1.0545479	1.0545479	1.0294111	1.0064652	1.0004424	1.0150093	1.0103699	1.0069951	1.0111108	1.0078887	1.0545479	0.13288558	0.6944856	0.9783923	0.5306671	0.5212276	0.69984084	0.48218906	0.65320903	0.18096717			
FABP4_8590	79451	fabp4	0.03909382518043304	0.48568193767326256	-1.492737	1.492737	-1.3790493	-1.2391841	1.0379684	-1.492737	-1.0159789	-1.2943681	-1.1535031	1.0712247	1.4177647	0.119751126	0.37314007	0.85703474	0.17745632	0.95402485	0.19862601	0.5426438	0.6534212	0.12080988			
FAM183B_33213	287346	cfap144	0.002133560913164071	0.21817210761733094	-1.9463851	1.9463851	-1.0410517	-1.0397695	1.0727918	1.1489755	1.1023831	-1.0189338	1.0023009	1.0107025	-1.9463851	0.4092585	0.4822474	0.39562264	0.14804249	0.1168616	0.74995	0.9728397	0.90755206	0.22147496			
FGG_8639	24367	fgg	0.037969459347915804	0.48568193767326256	1.0423242	1.0423242	1.0076584	-1.0012665	1.0011368	-1.0040745	1.0247324	-1.0001236	1.0084399	-1.0006001	1.0423242	0.6706162	0.91839564	0.91376376	0.687372	0.1972176	0.99244255	0.43023914	0.9611723	0.28590393			
