Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Kidney
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102
Ace_34123	5.0947747	4.464755	4.708189	4.7447844	4.7507606	4.1870065	5.6213584	4.8068376	2.3061087	4.287984	4.959658	5.181535	4.0935917	2.8482084	5.6227717	4.4115367	5.6475782	4.813937	5.157699	5.616192	5.1528325	5.0640545	4.729293	4.58297	4.9528027	3.8436685	4.632803	4.3071084	5.106616	4.3022976	5.145029	4.59137	4.31433	5.413532	5.0129714	4.6382337	4.9457703	5.670536	2.6941895	5.1278934	4.5268993	5.0198493	4.1902585	5.477714	4.7997108	3.592292	4.439393	5.400502	4.4163203	5.8077326	5.219566
ACLY_7965	8.346758	8.522838	8.197032	9.308664	8.397407	8.495604	8.231873	8.404607	8.06029	8.571846	8.677347	7.8218436	8.386695	8.46948	8.310462	8.302597	8.47977	8.280482	8.592681	8.474809	8.55697	8.96938	8.470046	8.271299	8.391954	8.492458	8.687083	8.389029	8.049402	8.45377	8.541533	8.228552	8.633134	8.45379	8.454485	8.261885	8.558843	8.634249	8.53428	8.516926	8.722102	8.503753	8.497032	8.463532	8.214703	9.097595	8.509406	8.688477	8.291158	7.929966	8.371381
ACMSD_32377	3.7604184	5.0277734	3.6703887	4.264532	4.2343464	4.247689	4.8415127	4.2474194	5.664283	4.151347	4.503645	3.323433	4.4372597	4.156351	4.2387466	4.1314063	5.098313	3.5669632	4.746962	2.7237496	4.1294627	4.62912	4.729293	4.58297	5.1175423	3.8436685	4.6850953	3.896505	3.603058	4.6989374	4.2864757	4.6339493	3.624916	4.207995	3.173579	4.6382337	3.7554154	4.3019514	4.940383	3.8248298	4.3765607	4.159631	4.729995	4.5960865	4.4724207	4.5312095	5.0291667	4.195376	4.181006	4.205054	4.0239186
ACO1_7966	8.749711	8.574278	8.546549	8.650473	8.4618025	9.220284	8.64476	8.780825	8.147184	8.401559	8.91912	8.70384	8.821956	8.4180975	8.573416	8.613271	8.866022	8.789562	9.638385	8.877413	8.845232	9.77028	10.358977	7.823323	9.169113	8.907981	9.284713	8.980747	8.4250965	8.418007	8.494698	9.863833	8.825667	8.755574	8.947203	8.6701145	8.521565	8.716825	8.639831	8.757748	8.580257	8.917033	9.297146	8.61857	8.637086	8.725865	9.964779	8.841572	8.531458	9.230726	8.834407
ACO2_7967	7.8874984	7.9965096	7.8440733	7.9481874	7.9308968	8.139078	7.4636245	7.918329	7.9495206	8.110489	7.798733	7.887361	7.901013	7.8757086	8.13347	7.490079	7.534679	7.777293	8.0607195	8.011616	8.019781	8.24491	8.099453	7.5774193	7.640619	7.879504	8.007906	7.7921014	7.8170867	7.983396	7.8688464	8.086312	7.9058814	7.8345156	8.179022	7.882215	8.1681795	7.8527546	7.7702518	7.9966187	7.9101577	7.7935715	7.962775	7.832507	7.371954	7.9888163	7.965595	7.562621	7.830061	7.7706637	7.853524
ACOT1_7968	7.8654814	8.536553	8.0359335	8.017453	8.243953	8.333585	8.216617	8.417317	7.8690257	8.0445	7.5890727	7.9544063	8.204057	8.272775	7.8723803	8.006463	8.113112	7.80818	8.118367	8.284133	7.7932124	8.32899	9.088886	8.1171055	8.235775	8.474513	8.385123	8.20551	7.9746222	8.159102	7.86476	8.57296	8.335256	8.412091	8.101073	8.148403	7.8925853	8.420932	8.200347	8.333782	7.825632	8.328981	8.214826	7.828053	7.927037	7.9809422	8.417363	7.7839227	8.081808	7.6262693	8.159836
ACOT12_32718	6.8881283	6.9124207	7.534188	6.8150263	7.197867	8.039621	6.594878	7.228286	8.673037	7.4932227	6.3311033	6.7295766	8.058408	7.620412	7.0968103	7.6496987	6.71843	7.953412	7.9968343	7.956866	6.804781	6.5965667	7.39588	7.02735	8.271194	7.8096485	7.538997	7.1115494	7.001427	7.4189334	7.0363145	7.4152412	7.4684277	7.1122117	6.913369	7.118454	6.9888134	7.1440187	7.4981794	6.917931	6.8463507	7.413519	6.9685464	6.4498863	7.3154726	7.2118998	7.342619	6.1350718	7.657105	8.332556	7.69426
ACOT2_7969	5.8223934	5.6891646	5.656555	6.2934213	5.4304414	5.6523643	5.598	5.9536686	5.420281	4.9951024	5.5477805	6.1463065	5.848898	5.8053865	5.5963573	5.803111	5.887505	5.658459	5.6821103	5.707462	5.387588	5.4768424	6.235027	6.1904664	5.9469504	6.2039976	5.7332754	6.104916	5.88234	5.8572226	5.3692985	6.105936	5.9238157	5.598403	5.3331313	5.797918	5.7263846	5.5793138	6.007144	5.4812655	5.761073	5.6897483	5.964157	6.082083	6.652991	5.884375	6.222173	5.935669	5.838867	6.42971	5.6061716
ACOT3_7970	4.847666	4.5537753	3.8487997	4.3204203	4.034894	4.467719	4.8807564	5.2089314	3.2750132	3.8317997	5.3489122	4.509393	4.873714	4.830956	4.5995154	4.8095264	4.738678	4.9467707	4.5090733	4.2794194	4.910506	5.285162	5.680878	4.1459374	4.766797	4.973793	4.7355585	4.5275965	5.1675687	4.6989374	4.9734597	4.9693675	4.518418	4.6989574	4.73731	4.556852	4.5901256	4.6985865	4.8257604	4.6187353	4.826623	4.717431	5.0026975	4.040645	4.561463	3.5071352	5.3204193	4.731626	4.9031205	3.708892	4.3729863
ACOT4_7971	6.2538214	6.843471	6.605407	5.4683347	5.788582	6.0259748	6.432698	5.584437	7.1995006	7.040313	5.9643955	6.7193327	6.3326454	7.2099757	5.6992326	5.723308	5.9593644	6.146792	5.237914	6.38347	6.180097	5.712858	6.235027	5.8938756	6.2606735	6.2327523	6.489071	5.8426476	5.1675687	6.711409	6.1244974	5.6877937	5.690374	6.63268	5.9157333	6.3135657	6.5444884	6.275385	6.3489957	6.0326886	5.932537	6.8099537	6.377404	6.664933	6.0133934	6.5275435	5.907996	5.8557343	6.0634427	6.5687537	6.5817366
