Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: In Vivo
Test Article: Perfluoro 3 Methoxypropanoic Acid
Species: Rat
Strain: Sprague-Dawley
Sex: Male
Organ: Liver
Chip File Creation Date: 10/31/24
Log Transformation: BASE2
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/04/2025 07:38.05

Something	A36	A38	A20	A18	A33	A45	A44	A16	A15	A46	A41	A37	A30	A29	A8	A26	A40	A35	A1	A3	A12	A17	A42	A24	A4	A7	A11	A51	A32	A22	A2	A14	A39	A5	A6	A9	A31	A48	A21	A49	A47	A34	A13	A27	A28	A50	A25	A10	A23	A43	A19
LOC100360552_9018	4.358093	3.2957203	2.552146	3.1704433	2.472159	4.885265	3.1634846	2.914369	2.7331607	3.3420844	2.8701653	4.1939507	3.6258323	3.2482674	4.705393	2.8396301	3.4086447	3.066902	3.4823647	4.432127	3.4555352	2.9343114	4.109333	3.9550858	4.0289	3.4306927	4.5968914	3.5948293	3.4460533	4.1198797	3.9414568	3.4468794	3.2430704	2.7601511	3.7502577	3.458468	2.7898166	3.2220936	3.8749332	4.0437536	3.8365083	3.5438585	2.6006784	4.2564993	3.3344872	3.812416	3.5753076	3.4896183	3.4960926	3.174549	2.838406
LOC100361830_9029	3.1985953	2.053109	1.9183995	2.3223944	1.7112163	3.1002145	2.5603254	2.7958763	2.7331607	2.1873605	1.2341714	3.2219887	3.2264056	0.77274704	3.531564	1.7521499	1.3803144	2.837896	3.6291769	3.0622413	3.0217755	2.5224707	3.0402825	3.3317733	2.884577	3.141831	3.0159018	3.2002692	1.8408495	2.3023815	2.4482956	0.77186805	1.9345882	1.6624343	3.5085077	1.3212922	1.6862907	2.2765746	2.4743395	1.1027291	2.992627	3.2525284	2.7439313	3.2341504	2.0104735	1.2047167	3.122376	2.2186248	1.1924393	2.8118143	2.838406
LOC100362324_9030	4.0645385	3.6971037	4.4495783	4.1969485	4.6148157	3.8482714	3.4325337	4.280068	4.7236123	2.8265579	3.617124	4.1939507	4.286138	3.9890406	4.2347074	4.1358805	3.4794793	4.570107	4.4163337	4.2766256	3.6316473	4.1766696	3.2374017	4.010254	3.9713368	3.8773775	4.251255	4.5926595	4.2858334	3.602016	3.7422786	3.9870539	4.1068897	3.8792007	3.9572527	3.5839908	4.389879	5.018054	4.2651753	5.441663	5.0831337	4.445774	4.0176687	4.30452	4.01308	4.8279877	3.4107835	3.8233604	4.0377917	3.629271	3.3545144
LOC100362453_9031	8.270146	8.0462475	7.199199	7.8143616	7.337372	8.333897	7.6305285	7.3617196	8.196436	7.427389	7.402211	8.395715	8.3870535	7.6848345	8.30651	7.0774875	7.4441957	7.7106485	8.411121	8.526048	7.991699	7.4719863	8.201028	8.309192	8.404123	7.9361897	8.489044	8.440637	7.3509283	8.127051	7.847523	6.9553757	7.3638372	7.2670565	8.500825	6.8318396	7.50906	7.5258403	8.255862	7.563824	7.5173154	8.229277	7.099518	8.265057	7.1139836	7.3756685	8.334576	8.192927	7.376537	7.972887	7.912527
LOC100909675_9046	3.1985953	3.097608	2.1619017	3.7009778	3.628988	2.5012665	2.5603254	2.914369	3.6203768	2.4777672	2.3383918	3.4922628	3.0294778	3.0152833	2.6512198	3.252017	1.8765994	2.0267587	2.1990027	3.400333	3.1430392	2.3981004	2.5404441	3.8379865	2.884577	3.5154157	3.0159018	3.7055392	2.406994	3.437199	3.9414568	2.8811386	3.1313257	2.4144073	2.9855762	1.5842559	3.0694053	3.2220936	3.8749332	3.7680426	3.555222	3.1694758	2.4416173	3.3300724	3.2451313	3.8779073	3.011828	3.0546732	2.4591324	2.6673462	3.1696014
LOC100909929_32704	8.267202	7.890261	7.5435524	7.6372046	7.62464	8.42477	7.7461314	7.8483644	7.785348	8.282049	8.053284	8.007475	7.955344	7.6848345	8.014002	7.127221	8.280594	7.8440547	8.51864	8.254563	7.472628	7.5137944	8.739325	7.9201827	8.582913	8.315706	7.9717536	8.326172	7.552898	7.723833	7.544871	7.7073517	7.5600185	7.6814423	7.5587516	7.373986	7.6955776	7.9785604	7.796664	7.9526553	8.177376	7.710533	8.0117035	7.901226	7.6197267	7.820809	7.721432	7.652962	7.8602796	8.349481	7.6899047
LOC100910195_9055	5.1542273	5.5734925	4.581067	4.605421	5.5850706	5.0965776	4.487392	4.323549	5.0031567	4.269137	4.144076	4.6270533	4.7693586	5.1585584	4.8772855	5.7179646	4.7361727	4.1378617	5.462688	5.0911546	4.388235	5.0967493	5.0141287	4.936576	5.0687976	4.267662	4.9675345	4.7559257	4.54715	4.7313266	4.9640923	4.474071	5.2893295	5.445866	5.0672064	4.881619	5.5268536	5.810325	5.414987	4.6162353	6.241334	5.279969	4.366648	5.3838687	4.549402	5.395919	5.37393	4.809582	5.7295046	4.1478653	5.044041
LOC100910229_32519	2.8664734	4.779257	4.0259314	4.6823845	5.224576	4.2962584	2.951459	4.5600543	4.1077867	3.5440083	2.7783492	4.5102053	3.8213115	3.2482674	3.7596574	3.5723524	4.6771235	5.3348007	4.0499516	4.5272	3.2548962	4.571624	4.2066507	3.8379865	2.6106799	5.070825	3.2292056	3.474912	2.406994	1.2084577	4.1164427	3.013425	5.094515	4.1376824	4.2990336	3.753906	3.0694053	3.49237	3.6688373	3.5731628	2.0577211	3.5438585	2.6006784	4.206825	3.2451313	2.297121	3.4107835	3.288475	5.233948	4.034631	3.9212723
LOC100910669_9062	2.5931726	3.6971037	5.613402	3.6250265	5.5387664	3.4470994	5.712411	3.309873	3.6203768	6.325878	2.2036915	3.7883198	6.5840325	5.371058	5.9787283	5.33338	2.7821121	2.9569383	3.2296562	6.5262785	3.1430392	3.324341	4.297816	5.997174	3.0042105	2.911122	4.8434935	3.651246	6.090376	2.6423824	5.379021	6.220675	6.1179075	5.945656	4.1938534	4.4908404	6.4391837	4.929807	7.07102	5.7023377	3.6308496	3.6083453	4.786336	5.1672235	6.412955	6.5084205	6.605148	3.580566	5.99964	4.79509	6.911146
LOC100910792_33137	2.4342844	2.987318	2.713711	3.0594068	2.967741	2.1687598	1.153547	2.3676975	2.5711837	2.0168164	1.4871172	2.455695	1.4809296	2.8829715	2.7953992	2.9320772	2.2451668	2.2295449	2.675235	3.1839569	2.7435865	2.1116846	1.769281	3.6423242	1.8294263	1.5639434	3.1264923	2.5406258	2.004529	1.5686922	2.3110406	1.6426728	3.0101936	2.204507	2.3652024	2.3210802	1.3096737	2.6151845	2.778033	2.3267155	2.4405787	2.3964808	2.2628205	2.7702174	2.8193185	3.4312084	3.122376	3.288475	2.4591324	1.8782536	2.2300112
LOC100910973_9069	4.873696	6.704869	6.0210533	6.7949934	6.144603	4.3384256	6.253857	6.1526985	7.1376615	6.576731	5.4537797	4.80295	5.572084	7.029664	5.390095	6.14235	6.578815	6.224912	5.1094346	7.0510807	5.0150394	6.2018	4.9311295	6.592775	4.924599	5.1257567	5.378467	5.4072967	5.4321604	4.9611974	6.1664753	6.5819874	6.4327316	6.499964	6.602792	6.010184	6.2835593	6.8383875	6.245403	6.424969	7.169728	6.3582253	6.658896	5.267545	6.622615	6.98783	6.333629	5.414854	6.8822803	4.5697665	6.7960534
LOC100910978_33295	2.2557068	3.2957203	3.326985	3.3697603	2.011671	1.9685107	2.7028143	4.1411605	3.535067	2.8265579	2.0551069	1.5471903	1.4809296	2.5752249	1.8643311	2.2599542	2.7821121	3.066902	0.6768118	2.7828603	2.7435865	3.685282	2.0039802	3.1471999	0.7123662	2.4764907	3.7272735	3.474912	3.1287267	3.1481903	2.6889215	3.537568	3.7000437	3.1603029	2.5470278	3.1689827	3.5048723	5.018054	3.3383183	5.3431377	4.320462	2.6625395	2.4416173	3.0207527	2.6898494	4.6519713	1.8356827	2.9218345	2.2798173	1.588432	3.5183966
LOC100911177_9074	3.1985953	3.8308609	3.2234385	2.663456	3.335922	4.0135446	3.3483052	3.4732275	3.3476372	3.927788	3.324294	3.6478724	4.1471977	3.539506	3.6116695	2.9320772	3.546998	3.9207184	2.9230795	3.2961977	3.3587008	3.574707	3.410797	3.9550858	3.9713368	3.141831	2.077968	3.651246	3.1287267	3.437199	3.07545	3.2463703	4.3756533	3.4732254	3.6740885	2.9990726	3.1911995	4.291709	3.7408574	3.6410902	4.609299	3.6083453	2.6006784	3.1313937	3.4186301	4.1670337	2.7615314	3.580566	3.5760143	3.0634718	3.067424
LOC100911481_33186	2.5931726	0.0	0.0	2.8078547	3.4403665	0.0	1.7862632	2.7958763	3.7772083	2.0168164	0.0	2.0718052	2.8013556	2.7372885	2.6512198	2.5203478	0.0	0.0	3.0326717	0.0	0.0	2.9343114	3.2374017	2.8167326	2.6106799	3.4306927	2.077968	0.0	1.6561947	0.0	3.07545	0.0	2.7323515	0.0	2.9855762	1.3212922	2.6266706	3.6479805	2.6341627	0.6542548	0.70722115	2.887088	0.7077145	0.0	0.6833182	2.911615	2.074421	3.4896183	2.075009	0.0	3.2650185
LOC100911750_32851	4.2187696	3.6971037	3.7559724	3.3697603	3.7957757	4.2962584	3.2588525	3.688074	3.4443936	2.3398588	3.3878083	3.9162993	4.286138	3.62484	4.8445063	3.0189555	3.546998	3.8609118	4.3330874	4.039196	3.9301062	3.574707	3.8924718	3.2424362	4.4216714	4.267662	4.3457317	4.271274	3.2641406	4.50016	3.7422786	1.9373132	3.2430704	4.077273	4.2990336	3.0865276	3.9808064	4.469166	3.4283133	4.4367547	4.1250777	3.7292666	3.63202	3.9890227	3.573486	3.4312084	4.0370674	4.4722323	3.2257414	4.0923586	2.708643
LOC100912041_9098	4.99253	4.994124	2.8589911	4.6823845	4.014574	4.7355237	4.364126	3.9323316	5.5730453	4.343196	3.7194197	5.2542853	4.5293536	3.854183	4.4677963	3.5723524	3.732442	4.1378617	5.1342363	5.495572	5.0150394	3.9295027	5.390609	4.5465183	4.954615	4.892242	5.333061	4.992671	3.706012	4.9912386	5.2346654	4.1103654	4.1647973	3.8792007	5.096683	3.3913584	3.9808064	4.1940618	4.8249087	4.358206	4.7516193	5.319029	3.837692	5.1410136	4.01308	4.6519713	5.37393	5.1732535	3.2257414	5.4535427	4.454031
LOC100912163_9101	4.9637265	4.6403866	3.5141387	4.605421	4.318538	4.7355237	3.9722536	4.1889644	4.603037	3.7756202	2.4615827	4.6270533	4.602095	3.7054071	5.195874	4.8074613	3.7893128	4.4534655	5.1094346	5.0911546	4.2866096	3.9295027	3.8924718	5.1725183	5.2247305	5.0137186	4.810742	5.0774655	3.6075757	4.7313266	4.478839	4.68716	4.4238806	5.184672	4.9428797	4.0433984	5.00252	5.205123	4.921047	5.099319	4.6822133	4.643371	4.683437	4.67707	3.840789	4.8279877	4.47233	4.4722323	4.1464963	4.686823	4.3271203
LOC100912222_9102	3.1985953	3.6252677	2.713711	4.0880117	2.6569214	2.8894746	3.512115	3.393861	4.274977	2.719398	2.7783492	3.5721645	4.1950135	3.1364734	3.6116695	2.9320772	2.5384767	3.5933034	2.9230795	4.102316	3.1430392	3.391122	3.4902585	3.2424362	3.2172866	2.911122	3.9238462	1.9601587	2.8983095	3.3471458	3.07545	4.1103654	4.470548	3.4732254	3.8226066	3.458468	3.7623768	2.6151845	3.9976015	2.6239195	2.7428484	3.331059	3.3920732	3.5846395	3.573486	3.031582	4.386319	4.26847	2.4591324	3.5490766	3.5938473
LOC100912409_9106	7.142919	6.0693126	4.9488516	5.4708896	4.9692383	6.6614814	4.7396665	4.7631946	5.6960483	4.4808006	3.9045265	6.998684	7.074134	5.556239	6.8890367	3.834324	4.044227	4.4123907	7.4077444	6.2617702	6.733363	5.6675897	6.966422	6.70571	6.9039903	6.957292	6.9774895	6.963858	4.4078493	6.743936	5.6160107	4.0500264	4.0465603	5.5383997	5.76254	4.522548	4.787609	4.2437115	6.0179176	4.6162353	4.9117966	6.25122	4.7185583	6.785632	5.126247	5.0431056	6.333629	6.5961566	4.8397503	6.6441884	5.59612
LOC102549061_32836	5.276378	5.769504	5.7313366	5.426834	5.6734457	4.208036	6.0688534	5.736384	6.0741844	5.3437514	5.6084247	5.205009	4.6713443	6.605238	5.1696496	5.53845	5.2431655	5.667129	4.5328355	6.4187965	5.5193686	5.540965	4.058097	6.0242286	4.333043	5.204421	5.135637	5.2334256	4.9399505	4.6203685	5.2535195	6.247791	4.869225	5.604102	5.8688707	5.5381217	5.4798193	6.2353773	6.115968	6.2402067	6.6394405	5.690666	6.1426916	4.0466323	5.6632867	5.6606936	5.233197	5.230547	5.9099617	4.1478653	6.0490713
LOC102549726_32764	4.99253	4.268282	3.9630284	4.4379616	5.629935	5.36486	5.0102134	4.323549	4.904565	4.721964	3.7679703	4.959713	4.9192286	5.214689	4.551419	4.0964723	4.55124	5.2672954	4.5696683	5.0911546	4.338317	4.7602787	4.716597	4.848497	4.505169	5.1524577	3.9238462	5.0143414	3.798159	3.7499197	5.176577	4.9072104	5.340479	5.0653367	4.532649	3.9059012	5.274664	5.4147105	4.791384	4.5470986	5.3300095	4.4806437	4.22728	4.602197	4.939491	4.7601357	4.9023523	4.608145	4.593174	4.723822	4.1879597
LOC102551815_32699	4.9043345	4.0660863	3.326985	4.24848	3.7957757	4.2962584	3.7274868	4.091718	4.4714575	3.9751415	3.5070176	5.1277866	4.6713443	4.112363	4.551419	3.4526122	3.7893128	4.086562	4.8939905	4.480447	4.8819904	3.8367145	5.2378244	4.754689	4.8626266	4.8274393	4.9375095	4.9706697	2.9792736	4.6952806	4.3445973	3.4468794	3.534197	4.305072	4.910049	2.9990726	3.7623768	3.7884288	4.857672	4.5470986	4.320462	4.643371	3.7038848	4.482056	3.4186301	3.940554	4.4299655	4.6507454	3.65174	4.4860954	4.454031
LOC102553917_33088	9.692171	9.138499	9.544471	8.371268	8.796045	7.6375484	8.53937	8.863758	9.993295	7.0501146	7.6129017	9.226146	9.168435	8.983492	8.845089	9.483501	7.820112	7.969706	10.111944	10.292205	9.824761	7.532405	8.4222975	7.823385	7.3837667	9.582493	9.439624	9.503208	9.064789	8.672552	8.332933	9.048451	8.981727	7.8933716	8.619807	8.275068	7.860719	7.856212	9.572491	9.083931	9.538651	9.955145	9.073069	8.333199	8.500141	9.986227	9.184094	10.027896	9.353097	8.989135	8.858813
LOC259245_33313	16.036997	16.614134	17.184189	17.206215	16.967178	16.526028	17.31064	17.013668	16.690205	16.956287	16.993372	15.518062	16.321413	17.266361	15.66826	16.97259	16.882593	17.094616	16.30724	16.032164	16.32292	16.32059	16.348091	16.221249	15.816539	16.056683	16.095922	16.159878	16.89372	16.140976	16.836216	17.18316	17.11363	16.866589	17.220392	16.92702	16.748837	16.995329	15.931014	16.912092	16.866724	16.445974	16.610456	16.163511	17.178389	16.364006	16.170103	16.739626	16.738615	16.470634	16.762255
LOC287167_9118	7.747893	7.702308	7.384629	7.656409	6.8227572	6.919363	7.129204	8.033229	8.643742	7.5020347	7.277805	6.8937473	6.9402537	7.6547155	7.070068	7.4655685	7.0610785	7.1972113	6.8793087	7.786894	6.826832	6.9967155	6.674846	8.255977	6.9862103	6.887483	7.1179733	7.259855	6.493234	6.7172227	7.1362214	7.342566	7.628501	8.192889	7.057233	6.2373586	6.522771	8.452356	8.307173	7.528391	7.780698	7.4274387	7.8349395	6.5268984	6.961034	7.7613134	6.4227424	7.5385184	7.198608	6.978618	6.947557
LOC299282_9119	5.533195	2.594546	0.76129264	3.5448534	4.204518	4.208036	1.153547	0.6730612	4.326662	3.1072266	1.8894439	4.700005	1.9947519	3.0152833	5.195874	3.5723524	3.1725283	2.2295449	1.7631619	3.0622413	4.1772795	4.655514	2.5404441	1.1434783	4.3780375	1.851524	3.7272735	3.9043298	3.3273613	2.0966876	1.3137702	0.77186805	0.0	3.038847	4.1938534	1.5842559	2.6266706	0.0	1.5622083	2.4829574	1.8199238	1.3782007	1.5358759	3.3300724	1.4944088	0.72461534	3.8569224	0.0	2.6186037	0.7390483	0.0
LOC500183_9125	3.8293307	2.594546	3.2234385	5.073815	5.281925	4.0135446	3.3483052	3.5484548	3.243922	4.693933	3.2578542	3.3178172	3.4790516	5.0078626	2.9264696	4.055957	3.9475968	2.2295449	4.5328355	2.4360592	3.4555352	4.058373	3.1422062	4.4299645	4.3780375	1.851524	3.1264923	4.234818	3.5019276	3.602016	4.3445973	3.013425	3.7000437	4.501759	3.5085077	4.391308	4.580281	4.550328	2.9088483	4.745298	5.3300095	2.3964808	4.3216715	4.5632515	4.5115843	5.350499	3.4953897	2.4290519	3.321599	4.1478653	4.570675
LOC501110_33182	3.548161	3.9532623	3.5993342	3.77313	4.318538	3.9054923	4.406396	4.406767	4.8348827	4.8544893	3.9045265	4.1939507	3.9934368	4.279584	4.1832037	4.1358805	4.84748	4.493403	3.5576375	4.5272	2.3986237	4.138305	4.3835616	4.3031607	3.5673409	3.8773775	3.65531	4.1590195	4.005659	3.602016	4.413279	3.9212065	4.5157533	3.9482906	4.2990336	3.2469792	4.968852	5.101213	3.5130224	4.1869826	5.1360044	3.6700726	4.366648	2.9009168	3.6450963	3.940554	4.2948537	4.26847	4.0377917	4.034631	4.3271203
LOC606294_9128	3.0961545	2.435626	1.6252826	3.2735412	2.2602103	2.1687598	1.7862632	1.7560883	2.7331607	1.823375	2.5750768	1.8332136	2.372859	1.9388802	3.2605107	1.9419785	1.8765994	2.0267587	3.0326717	3.6740434	3.5462768	2.841842	2.2057867	2.6873035	2.6106799	2.7802737	2.282898	3.7055392	2.1515164	3.1481903	2.4482956	2.7354863	2.3879235	2.7601511	3.3214288	0.9994701	2.2317815	3.2220936	3.0287817	2.4829574	2.4405787	2.887088	1.5358759	3.0207527	2.6898494	3.031582	2.617958	2.9218345	2.075009	3.2776825	2.838406
LOC679346_9130	3.8293307	3.2957203	2.1619017	3.77313	3.5377576	4.1618156	2.951459	2.7958763	3.4443936	2.1873605	2.2036915	3.3178172	3.6939778	1.9388802	4.016648	2.3960178	2.6654315	2.9569383	3.8246934	3.9040134	3.7885811	3.0212092	3.4902585	3.8379865	4.4216714	3.8773775	3.9238462	3.3441162	2.6239645	3.3471458	3.987233	2.7354863	2.570392	2.204507	2.853671	1.9992051	1.9846656	2.8892338	2.778033	2.4829574	2.7428484	3.7292666	2.4416173	3.2341504	2.6898494	1.8519349	3.4953897	3.176305	2.4591324	3.5490766	3.1696014
LOC679794_32681	8.296373	8.936281	9.134098	8.884243	8.637553	8.200222	8.5154295	8.768645	8.994709	8.072144	8.199837	8.150989	8.310433	8.756518	8.879878	8.963919	8.070083	8.58776	8.513922	9.024684	8.643183	8.528503	8.0453	8.806625	8.348688	8.390513	8.552325	8.572476	8.52397	8.586613	8.478269	9.215715	8.324944	9.079303	8.475803	8.480742	9.108193	9.002986	8.905382	9.20108	9.373716	8.681086	9.074764	8.341854	8.306685	9.573209	8.700296	8.41616	8.886856	7.961314	8.94778
LOC680097_9132	6.754589	6.9815073	6.782885	6.7330275	6.8033032	5.9853153	6.343611	6.234704	7.0404058	5.976217	6.481571	6.94717	6.9332223	7.052945	6.780584	6.961635	6.3522105	6.73011	7.0388694	7.1289315	6.409996	6.6119294	6.3307686	7.1847863	6.8167996	6.8389935	6.5809045	6.792593	6.229267	6.643471	6.5639496	6.8531427	6.968072	7.048474	7.0115366	6.3388033	7.002044	6.984269	6.671121	6.931593	7.00895	6.607323	7.0031095	6.605675	6.502437	6.9578557	6.93551	6.5292335	7.080264	6.6441884	6.9331026
LOC680367_33329	2.4342844	3.6971037	4.0259314	3.8418446	2.8206856	1.735917	2.5603254	3.393861	3.3476372	1.59992	1.4871172	2.7586064	3.554308	3.2482674	2.3107724	3.6286907	2.8900583	1.7907331	2.1990027	3.7548423	4.614798	0.5602896	2.0039802	3.415899	2.884577	2.6363633	1.8390311	3.651246	2.5195544	3.0373778	2.6889215	2.8811386	4.1068897	2.9062183	3.3214288	3.2469792	3.0694053	3.9763792	3.0287817	3.6410902	4.881152	3.7292666	2.99374	3.1313937	1.4944088	4.000593	4.2468505	2.6126575	2.6186037	2.506785	2.4077895
LOC684841_32802	2.2557068	3.3854282	3.2234385	1.8748931	2.967741	1.1146706	2.2245977	3.815366	3.1321692	3.189834	2.956486	2.0718052	1.4809296	2.1835182	2.3107724	3.252017	2.9904869	2.4073083	1.9974787	4.039196	1.6491554	2.5224707	1.488839	3.7105362	1.5437274	1.2043949	1.5525111	2.4159133	2.5195544	1.5686922	2.895092	3.6228914	3.534197	2.9062183	3.4179986	2.6995428	3.5959105	3.8538375	3.8749332	3.7680426	4.532502	2.9874854	3.772339	0.7197537	3.047878	4.000593	1.5494484	2.4290519	3.2257414	1.2253668	2.838406
LOC685020_32775	0.70423484	0.70487076	4.0862064	0.0	2.011671	0.0	3.9722536	0.0	0.0	5.044063	0.0	0.0	4.737421	2.8829715	3.8283224	4.1358805	0.0	0.0	0.0	5.152088	0.0	0.0	2.0039802	4.583367	0.7123662	0.0	3.3250897	0.9735618	4.5734663	0.0	2.9880874	4.9736853	4.5595846	3.7302246	0.0	2.4585645	4.170472	3.4077816	5.5004597	2.7523265	0.70722115	0.0	2.6006784	1.1977407	4.881369	3.4312084	4.4299655	0.0	4.871772	2.3260906	5.2678723
LOC688041_9143	3.3839397	2.053109	1.6252826	3.0594068	2.2602103	3.5935724	2.5603254	3.2206914	1.640813	2.4777672	2.8701653	2.2764814	3.2264056	2.3926249	2.7953992	2.7408507	1.8765994	2.5655518	3.4823647	2.9293032	2.889376	2.636965	3.2374017	3.6423242	3.1146789	3.0310833	2.8961248	2.7617311	2.004529	2.9173408	2.895092	2.3909085	2.8779507	3.1603029	2.157111	1.8065978	3.1911995	3.2220936	3.242334	3.5018787	3.9589443	2.7791781	2.8742359	2.2872965	1.7753943	2.6368403	2.074421	2.4290519	2.6186037	2.6673462	3.6655471
LOC688090_9144	0.0	0.70487076	0.0	0.0	5.195023	0.0	1.153547	0.0	2.1797314	4.952388	0.53686917	0.0	0.0	0.0	4.705393	0.0	0.0	0.0	0.0	0.7951595	0.775823	0.0	0.0	0.0	0.7123662	4.3621955	0.71758246	0.0	0.8958736	3.437199	5.7415185	0.0	0.0	0.0	0.758765	0.0	0.0	0.0	0.0	1.4443535	2.5996156	5.9111943	0.0	0.7197537	0.0	5.2551312	0.0	0.0	5.3521595	0.7390483	2.027206
LOC689064_32448	11.938085	11.952858	11.454685	12.079289	10.2899065	11.391982	10.659527	11.348877	13.248669	12.218361	11.636123	11.366977	11.518326	11.835871	11.787889	11.182471	11.634681	10.791271	10.505623	12.439056	11.319011	11.330114	11.308855	12.2714405	11.373911	11.220048	11.564697	11.66175	10.4095	11.035557	11.888002	11.483901	11.09019	11.682463	11.715507	10.537129	11.548668	11.858851	12.390343	11.39822	11.481148	11.749225	11.950541	10.87273	10.916617	11.198357	11.885621	12.038437	11.045443	11.917216	11.636992
LOC691603_32330	2.2557068	2.594546	1.9183995	2.1159258	3.1011837	1.4584783	0.689121	2.5249715	2.8787735	1.823375	1.2341714	1.8332136	2.372859	2.1835182	1.8643311	1.7521499	2.399263	1.5083932	1.7631619	2.4360592	1.6491554	1.9438806	1.769281	2.9355001	0.7123662	2.4764907	2.077968	0.567391	0.0	1.8567106	1.7976378	2.3909085	1.2698381	2.597612	1.9138626	1.3212922	0.0	3.572272	1.5622083	2.8702326	2.4405787	1.8741015	2.4416173	1.1977407	1.1451283	1.8519349	2.074421	1.2997124	1.8362379	0.7390483	2.9574547
LOC691962_32591	3.548161	5.3465996	5.1315656	4.346329	4.7014403	3.661585	4.7396665	4.59596	4.7236123	4.108535	4.4421306	4.5502152	4.2412953	5.320795	4.4677963	4.9469357	4.6155543	5.0434666	3.8246934	5.4718666	4.4831705	4.571624	3.410797	5.019585	3.9113815	4.534491	4.3457317	4.7299657	4.6982937	4.2247515	4.379347	5.368989	5.002234	5.4695616	5.0371146	4.391308	5.1298456	5.5589757	4.8249087	5.4792633	6.047966	4.4100404	4.9130273	4.3960176	4.622188	5.4181037	4.5535	4.732349	5.131869	2.9431233	5.122574
LOXL1_9149	1.8143951	2.987318	0.76129264	2.663456	1.7112163	2.7713106	1.7862632	2.5249715	3.1321692	2.0168164	1.2341714	3.4922628	3.0294778	2.1835182	3.0466177	3.100898	1.8765994	1.7907331	2.675235	3.7548423	2.3986237	2.5224707	2.6825488	3.5707264	3.4029047	2.6363633	2.462306	2.9534101	2.004529	2.6423824	2.159341	2.1818647	2.570392	3.2723231	1.9138626	2.3210802	1.3096737	3.8538375	2.778033	2.4829574	3.7027097	3.4763536	2.7439313	3.2341504	2.0104735	2.297121	3.011828	1.9721766	1.5499562	1.2253668	2.708643
LOXL2_9150	1.1754036	2.435626	1.2570211	2.8078547	2.2602103	1.9685107	2.2245977	1.7560883	2.7331607	1.59992	2.3383918	1.8332136	2.372859	2.1835182	2.1047523	1.7521499	1.6496927	1.1570135	2.1990027	2.9293032	2.3986237	1.2772086	2.3827975	2.9355001	2.451389	1.2043949	2.621851	2.5406258	1.8408495	1.2084577	2.7956865	2.3909085	1.6401663	2.4144073	3.3214288	1.5842559	3.1911995	2.455791	3.0287817	1.9519659	3.6308496	2.0700042	2.4416173	2.6264875	2.6898494	0.72461534	4.0370674	3.0546732	1.1924393	1.2253668	2.027206
LPGAT1_9154	7.489572	6.271086	5.3190575	6.2165127	5.891794	7.019956	5.8717523	5.601584	6.5250015	5.513738	5.783941	7.3555226	7.3939195	6.0013127	7.3870044	5.1337223	5.6175785	5.83195	7.437941	6.7981853	6.9482813	6.3685102	7.060547	7.2944164	7.321782	7.3522515	7.1312976	7.268898	5.515961	6.9491796	6.3440967	4.7262454	5.963324	5.7659516	7.003778	4.831867	5.701008	5.635367	6.575882	5.6205697	5.418032	6.819678	5.481939	7.169575	5.1994333	5.544492	6.7238746	6.4709907	5.7977653	6.970944	6.2490277
LPIN1_32940	3.3839397	4.010777	1.9183995	3.7009778	2.967741	4.0135446	2.8324869	3.2206914	3.1321692	3.8281465	3.3878083	3.9162993	4.5661826	2.5752249	4.1297936	2.5203478	5.115544	3.6650012	4.456222	2.9293032	4.1772795	2.841842	5.369748	4.8179007	4.658931	2.911122	3.8612514	3.7578633	2.6239645	4.2744603	3.8453023	3.2463703	4.470548	3.1603029	4.616441	2.8064463	3.0694053	3.6479805	3.5930324	4.398015	3.3909214	3.9935026	3.63202	4.155379	2.6898494	3.2451882	2.8921008	3.176305	2.8927681	5.7330236	2.838406
LPL_32544	4.709909	5.1039143	3.2234385	4.4816837	4.424204	3.9054923	3.2588525	4.446643	5.237227	4.150392	3.5070176	5.3705816	5.248683	4.803421	5.5203233	4.3851724	3.732442	3.5178556	3.9968476	5.5188947	4.119342	4.2140403	4.3413258	5.552959	4.333043	4.9542584	5.2861795	5.7158117	2.9792736	5.2615604	5.5865726	4.223962	4.1068897	4.1376824	4.6565795	3.6994612	4.284343	6.120473	5.912714	4.891912	5.5794387	5.9490376	4.3216715	4.439678	3.7784617	4.7601357	6.188703	5.364553	4.807002	3.3739324	4.746293
LRP10_9156	5.128505	3.6971037	3.111882	3.7009778	3.7957757	5.0209155	3.512115	3.6199527	3.9186504	3.8788273	3.324294	5.073909	4.9192286	3.7054071	4.4677963	3.0189555	3.896741	3.5933034	4.4163337	4.616394	4.1772795	3.391122	4.8430624	4.4299645	4.8626266	4.892242	4.557952	4.9025793	3.706012	4.2744603	4.30899	2.8811386	3.7000437	3.6495402	4.5751534	3.5225942	3.4077	4.4268055	4.3597	3.8847218	3.7027097	3.7292666	2.7439313	4.7825623	4.01308	3.7438102	4.47233	4.2126923	3.321599	5.019991	3.9212723
